"","INDEX","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY","TARGET_FLAG","TARGET_AMT"
"1249",6038,NA,0,55,0,9,"$162,585","No","$436,688","Yes","z_F","PhD","Doctor",12,"Private","$17,760",7,"z_SUV","no","$0",0,"No",2,20,"Highly Urban/ Urban","NO",0
"1250",6043,NA,0,48,0,13,"$38,896","No","$214,165","Yes","M","<High School","Clerical",75,"Private","$10,190",1,"Pickup","yes","$0",0,"No",1,1,"z_Highly Rural/ Rural","NO",0
"1251",6045,NA,0,58,0,NA,"$73,463","No","$229,325","Yes","M","Masters","Lawyer",34,"Private","$20,710",6,"Van","yes","$11,061",2,"No",2,18,"Highly Urban/ Urban","NO",0
"1252",6047,NA,2,57,3,14,"$106,140","Yes","$347,576","z_No","z_F","Masters","Lawyer",39,"Private","$7,200",4,"z_SUV","no","$0",0,"Yes",4,15,"Highly Urban/ Urban","YES",2807.62497686212
"1253",6048,NA,0,49,0,13,"$112,039","No","$278,669","Yes","z_F","PhD","Doctor",34,"Private","$29,650",11,"Pickup","no","$0",0,"No",0,14,"Highly Urban/ Urban","NO",0
"1254",6061,NA,0,32,3,11,"$62,615","No","$184,803","Yes","M","Masters","",18,"Commercial","$24,660",1,"Panel Truck","no","$2,130",2,"No",4,14,"Highly Urban/ Urban","NO",0
"1255",6063,NA,0,54,0,12,"$38,349","No","$169,694","z_No","z_F","Bachelors","Home Maker",27,"Private","$10,620",6,"Sports Car","no","$0",0,"No",0,NA,"Highly Urban/ Urban","NO",0
"1256",6064,NA,0,31,4,12,"$15,292","Yes","$0","z_No","z_F","<High School","Clerical",24,"Private","$15,190",6,"z_SUV","no","$0",0,"No",1,1,"z_Highly Rural/ Rural","NO",0
"1257",6068,NA,0,49,0,10,"$42,071","No","$160,036","z_No","z_F","<High School","z_Blue Collar",48,"Private","$10,610",10,"z_SUV","no","$36,189",3,"Yes",8,NA,"Highly Urban/ Urban","YES",5195.36772665034
"1258",6069,NA,0,52,0,12,"$201,192","No","$493,471","Yes","M","PhD","Manager",34,"Private","$17,210",10,"Van","yes","$0",0,"No",3,17,"Highly Urban/ Urban","NO",0
"1259",6070,NA,0,42,0,8,"$52,292","No","$172,461","Yes","M","z_High School","z_Blue Collar",38,"Commercial","$22,960",6,"Panel Truck","yes","$6,597",2,"No",3,1,"Highly Urban/ Urban","NO",0
"1260",6071,NA,0,31,4,14,"$48,317","No","$133,939","Yes","z_F","z_High School","Clerical",41,"Private","$26,130",7,"z_SUV","no","$0",0,"No",0,1,"Highly Urban/ Urban","NO",0
"1261",6074,NA,0,30,1,10,"$63,425","Yes","$222,135","z_No","z_F","z_High School","Manager",36,"Private","$17,230",9,"Minivan","no","$4,927",2,"No",6,9,"Highly Urban/ Urban","NO",0
"1262",6079,NA,0,53,0,12,"$180,034","No","$0","z_No","z_F","PhD","",27,"Commercial","$32,950",6,"Pickup","no","$3,488",2,"No",3,15,"Highly Urban/ Urban","NO",0
"1263",6082,NA,0,53,0,11,"$114,179","No","$310,405","Yes","M","Masters","Manager",20,"Private","$23,080",6,"Minivan","no","$0",0,"No",4,16,"Highly Urban/ Urban","NO",0
"1264",6088,NA,0,27,3,9,"$43,915","Yes","$0","z_No","M","z_High School","z_Blue Collar",39,"Commercial","$3,260",1,"Minivan","yes","$5,476",3,"No",2,NA,"Highly Urban/ Urban","YES",3452.22137363262
"1265",6094,NA,0,52,0,7,"$115,756","No","","Yes","M","Masters","Manager",15,"Commercial","$16,760",10,"Van","no","$0",0,"No",3,1,"Highly Urban/ Urban","NO",0
"1266",6095,NA,0,51,0,15,"$57,782","No","$187,295","Yes","z_F","z_High School","z_Blue Collar",26,"Commercial","$12,380",6,"Pickup","no","$0",0,"No",1,6,"Highly Urban/ Urban","NO",0
"1267",6098,NA,0,35,2,10,"$86,997","No","$234,307","Yes","z_F","Masters","",57,"Commercial","$28,700",1,"Pickup","no","$6,459",3,"No",4,16,"Highly Urban/ Urban","NO",0
"1268",6102,NA,1,38,2,15,"$40,342","No","$189,439","Yes","z_F","Bachelors","Clerical",5,"Private","$9,330",4,"Sports Car","no","$0",0,"No",0,14,"z_Highly Rural/ Rural","NO",0
"1269",6105,NA,0,35,2,14,"$65,102","No","$233,449","Yes","z_F","Bachelors","z_Blue Collar",11,"Commercial","$15,120",13,"z_SUV","no","$19,508",2,"Yes",5,11,"Highly Urban/ Urban","NO",0
"1270",6113,NA,0,46,0,10,"$132,560","No","$319,774","z_No","M","Masters","Lawyer",21,"Private","$14,760",4,"Minivan","yes","$0",0,"No",4,11,"Highly Urban/ Urban","NO",0
"1271",6116,NA,0,45,0,8,"$39,472","No","$111,469","Yes","M","z_High School","z_Blue Collar",31,"Private","$2,230",1,"Minivan","yes","$0",0,"No",5,9,"Highly Urban/ Urban","NO",0
"1272",6120,NA,0,52,0,12,"$114,635","No","$321,942","z_No","M","z_High School","Manager",30,"Commercial","$18,160",10,"Van","yes","$7,202",3,"No",3,1,"Highly Urban/ Urban","NO",0
"1273",6121,NA,0,47,0,0,"$0","No","$91,949","z_No","M","PhD","Home Maker",52,"Private","$6,200",6,"Pickup","no","$0",0,"No",0,20,"Highly Urban/ Urban","NO",0
"1274",6126,NA,0,55,0,13,"$70,839","No","$0","z_No","M","Bachelors","Professional",8,"Commercial","$24,120",1,"Panel Truck","yes","$0",0,"No",1,11,"Highly Urban/ Urban","NO",0
"1275",6144,NA,0,48,0,14,"$78,890","No","$211,819","Yes","M","Masters","Lawyer",52,"Private","$19,160",10,"Minivan","no","$4,824",2,"No",3,14,"Highly Urban/ Urban","NO",0
"1276",6145,NA,0,46,0,0,"$0","No","$151,139","z_No","z_F","Bachelors","Home Maker",37,"Private","$24,700",1,"Pickup","no","$0",0,"No",0,4,"z_Highly Rural/ Rural","NO",0
"1277",6153,NA,0,41,2,11,"$29,936","Yes","$0","z_No","M","Bachelors","Professional",5,"Commercial","$30,540",21,"Panel Truck","no","$6,257",5,"No",2,14,"Highly Urban/ Urban","NO",0
"1278",6156,NA,0,47,0,11,"$127,129","No","$369,418","z_No","M","Bachelors","Professional",15,"Commercial","$18,910",9,"Van","yes","$0",0,"No",0,5,"Highly Urban/ Urban","NO",0
"1279",6159,NA,0,46,0,8,"$30,111","No","$164,877","z_No","M","<High School","z_Blue Collar",28,"Private","$3,910",4,"Minivan","yes","$0",0,"No",1,1,"Highly Urban/ Urban","NO",0
"1280",6162,NA,1,48,0,13,"$14,522","No","$109,990","Yes","M","<High School","Clerical",29,"Private","$14,940",6,"Minivan","no","$7,310",3,"No",8,9,"z_Highly Rural/ Rural","NO",0
"1281",6184,NA,0,45,1,9,"$24,178","No","$115,381","Yes","z_F","<High School","Clerical",67,"Private","$19,100",6,"z_SUV","no","$7,727",3,"Yes",2,1,"Highly Urban/ Urban","NO",0
"1282",6188,NA,0,48,0,13,"$208,667","No","$482,291","z_No","M","PhD","Manager",31,"Commercial","$24,880",6,"Panel Truck","no","$12,014",1,"Yes",3,6,"Highly Urban/ Urban","NO",0
"1283",6189,NA,1,55,1,17,"$83,076","No","$254,660","Yes","M","z_High School","Professional",31,"Private","$13,000",4,"Minivan","no","$22,887",2,"No",6,1,"Highly Urban/ Urban","NO",0
"1284",6191,NA,0,56,0,11,"","No","$0","z_No","z_F","Bachelors","Professional",46,"Private","$22,460",4,"z_SUV","no","$37,932",2,"Yes",0,13,"Highly Urban/ Urban","NO",0
"1285",6211,NA,1,42,3,12,"$106,194","Yes","$0","z_No","z_F","Masters","",33,"Commercial","$18,760",6,"Pickup","no","$0",0,"No",0,8,"Highly Urban/ Urban","NO",0
"1286",6216,NA,0,35,1,12,"$31,616","Yes","$133,918","z_No","z_F","z_High School","Clerical",47,"Private","$14,430",1,"z_SUV","no","$0",0,"Yes",0,7,"z_Highly Rural/ Rural","NO",0
"1287",6218,NA,0,35,2,7,"$50,872","No","$190,621","Yes","z_F","z_High School","z_Blue Collar",46,"Commercial","$14,980",6,"z_SUV","no","$35,500",1,"Yes",0,4,"Highly Urban/ Urban","YES",2618.47026123593
"1288",6222,NA,0,57,0,6,"$79,670","No","$242,651","Yes","M","z_High School","z_Blue Collar",5,"Commercial","$9,470",6,"Pickup","yes","$0",0,"No",2,NA,"Highly Urban/ Urban","NO",0
"1289",6235,NA,0,53,0,11,"$55,861","No","$0","z_No","M","<High School","z_Blue Collar",12,"Private","$1,500",6,"Minivan","yes","$0",0,"No",0,7,"Highly Urban/ Urban","NO",0
"1290",6245,NA,0,43,0,12,"$116,044","No","$0","z_No","z_F","Bachelors","Professional",25,"Private","$16,900",4,"z_SUV","no","$0",0,"No",0,1,"Highly Urban/ Urban","NO",0
"1291",6248,NA,1,42,4,15,"$9,950","No","$0","Yes","z_F","z_High School","Student",37,"Private","$18,800",8,"Sports Car","no","$7,942",3,"No",7,1,"Highly Urban/ Urban","YES",3630.09208652213
"1292",6253,NA,0,46,0,15,"","No","$109,034","Yes","M","z_High School","Clerical",21,"Private","$6,100",1,"Pickup","no","$0",0,"No",2,1,"Highly Urban/ Urban","NO",0
"1293",6256,NA,0,53,0,11,"$48,421","No","$201,603","z_No","M","Masters","Professional",36,"Private","$25,290",13,"Minivan","yes","$0",0,"No",0,1,"z_Highly Rural/ Rural","NO",0
"1294",6257,NA,0,35,0,5,"$18,004","No","$0","z_No","M","z_High School","Clerical",36,"Private","$15,290",4,"Minivan","yes","$0",0,"Yes",0,1,"Highly Urban/ Urban","NO",0
"1295",6259,NA,0,58,0,8,"$38,462","No","","Yes","M","Bachelors","z_Blue Collar",56,"Commercial","$11,150",4,"Minivan","yes","$10,353",3,"No",2,5,"Highly Urban/ Urban","YES",3411.85113160906
"1296",6266,NA,0,59,0,14,"$110,323","No","$327,486","Yes","M","Bachelors","Professional",10,"Commercial","$40,760",15,"Panel Truck","yes","$5,169",2,"No",4,13,"Highly Urban/ Urban","NO",0
"1297",6268,NA,0,44,2,14,"$16,800","No","$136,818","Yes","z_F","<High School","Clerical",47,"Private","$7,580",6,"z_SUV","no","$0",0,"No",0,5,"Highly Urban/ Urban","NO",0
"1298",6275,NA,0,41,0,8,"$67,014","No","","z_No","M","Bachelors","Professional",39,"Private","$24,050",1,"Minivan","yes","$5,296",2,"No",2,5,"Highly Urban/ Urban","NO",0
"1299",6280,NA,0,54,0,6,"$55,977","No","$0","z_No","M","Bachelors","Professional",45,"Commercial","$9,790",1,"Pickup","yes","$6,193",1,"No",4,8,"Highly Urban/ Urban","YES",3114.87474932562
"1300",6283,NA,0,47,0,12,"","No","$0","z_No","M","Masters","Professional",40,"Commercial","$21,360",6,"Van","no","$0",0,"No",2,20,"Highly Urban/ Urban","NO",0
"1301",6288,NA,0,48,0,9,"$53,412","No","$160,356","Yes","M","z_High School","z_Blue Collar",37,"Commercial","$11,640",1,"Pickup","no","$0",0,"No",0,1,"z_Highly Rural/ Rural","NO",0
"1302",6289,NA,1,41,2,13,"$7,594","No","$0","Yes","z_F","<High School","Student",57,"Private","$5,600",7,"Sports Car","no","$0",0,"No",0,1,"z_Highly Rural/ Rural","NO",0
"1303",6301,NA,0,44,0,12,"","No","$228,990","z_No","M","<High School","Clerical",39,"Private","$12,180",1,"Pickup","yes","$0",0,"No",2,1,"z_Highly Rural/ Rural","NO",0
"1304",6308,NA,0,56,0,9,"$132,115","No","$373,191","Yes","M","PhD","Manager",16,"Commercial","$26,770",1,"Panel Truck","no","$0",0,"Yes",2,14,"Highly Urban/ Urban","NO",0
"1305",6314,NA,0,56,0,10,"$188,809","No","$484,306","z_No","M","PhD","Doctor",25,"Private","$35,810",9,"Minivan","yes","$0",0,"No",1,21,"Highly Urban/ Urban","NO",0
"1306",6315,NA,0,61,0,11,"$80,153","No","$272,445","z_No","z_F","Masters","Manager",32,"Private","$16,370",9,"Sports Car","no","$0",0,"No",0,15,"Highly Urban/ Urban","NO",0
"1307",6316,NA,0,42,2,15,"$151,826","Yes","$0","z_No","z_F","PhD","",55,"Commercial","$20,880",1,"Pickup","no","$0",0,"No",4,NA,"Highly Urban/ Urban","YES",2649.02237096848
"1308",6317,NA,0,47,0,11,"$54,467","No","$205,511","z_No","z_F","Bachelors","z_Blue Collar",38,"Commercial","$11,650",13,"Sports Car","no","$9,377",2,"No",2,10,"Highly Urban/ Urban","YES",2372.60499360826
"1309",6318,NA,0,47,0,11,"$113,496","No","$291,034","Yes","M","Masters","Lawyer",38,"Private","$12,850",10,"Minivan","yes","$0",0,"No",1,NA,"Highly Urban/ Urban","NO",0
"1310",6323,NA,0,38,0,9,"$12,216","No","$0","z_No","z_F","z_High School","Student",53,"Commercial","$5,200",7,"Sports Car","no","$0",0,"No",2,1,"Highly Urban/ Urban","YES",2407.78810004178
"1311",6329,NA,0,19,0,5,"$3,871","No","$76,851","Yes","z_F","z_High School","Manager",49,"Private","$3,790",3,"z_SUV","no","$5,194",3,"No",8,5,"Highly Urban/ Urban","YES",5338.38910878476
"1312",6336,NA,0,40,3,14,"$2,292","Yes","$0","z_No","z_F","<High School","Home Maker",105,"Private","$5,730",4,"z_SUV","no","$0",0,"No",0,6,"z_Highly Rural/ Rural","NO",0
"1313",6341,NA,1,39,3,13,"","Yes","","z_No","z_F","z_High School","z_Blue Collar",43,"Commercial","$10,760",6,"Pickup","no","$2,697",2,"No",5,1,"Highly Urban/ Urban","YES",4756.64582368771
"1314",6348,NA,0,28,0,6,"$11,100","No","$121,671","z_No","M","<High School","Clerical",52,"Commercial","$8,820",4,"Pickup","no","$0",0,"No",4,1,"z_Highly Rural/ Rural","NO",0
"1315",6349,NA,0,43,0,12,"$50,755","No","$155,641","Yes","M","z_High School","z_Blue Collar",24,"Commercial","$30,380",4,"Panel Truck","yes","$0",0,"No",2,6,"z_Highly Rural/ Rural","NO",0
"1316",6365,NA,0,52,0,14,"$31,519","No","$162,052","Yes","M","Bachelors","Manager",33,"Private","$20,740",6,"Minivan","yes","$0",0,"No",0,12,"Highly Urban/ Urban","NO",0
"1317",6372,NA,0,54,0,14,"$164,420","No","$402,031","Yes","z_F","PhD","Lawyer",48,"Private","$1,500",4,"z_SUV","no","$10,878",1,"No",2,21,"Highly Urban/ Urban","NO",0
"1318",6376,NA,0,50,0,8,"","No","$0","z_No","z_F","Bachelors","Home Maker",47,"Private","$17,970",4,"Van","yes","$0",0,"No",0,7,"z_Highly Rural/ Rural","NO",0
"1319",6378,NA,0,50,0,13,"$109,950","No","$293,399","Yes","z_F","PhD","Doctor",45,"Private","$17,500",6,"z_SUV","no","$0",0,"No",0,15,"Highly Urban/ Urban","NO",0
"1320",6379,NA,0,51,0,13,"$72,334","No","$0","z_No","z_F","z_High School","z_Blue Collar",36,"Commercial","$11,290",4,"z_SUV","no","$0",0,"Yes",4,NA,"Highly Urban/ Urban","YES",2489.22180719612
"1321",6382,NA,0,36,3,12,"$45,590","No","$172,745","Yes","z_F","z_High School","Professional",9,"Private","$16,650",3,"z_SUV","no","$0",0,"No",0,5,"Highly Urban/ Urban","NO",0
"1322",6383,NA,0,55,0,13,"","No","$256,253","Yes","M","Bachelors","z_Blue Collar",33,"Commercial","$11,180",3,"Pickup","yes","$9,111",2,"No",6,3,"Highly Urban/ Urban","NO",0
"1323",6389,NA,0,45,1,0,"$0","Yes","$0","z_No","z_F","z_High School","Student",44,"Private","$1,500",4,"Sports Car","no","$0",0,"No",1,7,"Highly Urban/ Urban","YES",2340.41221637313
"1324",6390,NA,0,45,3,12,"$152,563","No","$455,931","Yes","M","Bachelors","Manager",43,"Private","$19,700",3,"Minivan","yes","$0",0,"No",0,7,"Highly Urban/ Urban","NO",0
"1325",6392,NA,0,57,2,15,"$14,989","No","$84,309","Yes","z_F","z_High School","Home Maker",43,"Private","$26,140",10,"Sports Car","no","$0",0,"Yes",0,1,"z_Highly Rural/ Rural","NO",0
"1326",6394,NA,0,43,0,8,"$166,192","No","$0","z_No","M","Masters","",52,"Commercial","$21,110",1,"Van","yes","$4,962",3,"No",2,NA,"Highly Urban/ Urban","YES",2770.6447880607
"1327",6402,NA,0,55,0,14,"$113,534","No","$339,933","Yes","z_F","PhD","",21,"Commercial","$24,640",6,"Van","no","$0",0,"No",0,7,"Highly Urban/ Urban","NO",0
"1328",6404,NA,2,45,2,12,"$8,467","No","$105,059","Yes","z_F","<High School","Clerical",28,"Private","$6,900",9,"z_SUV","no","$0",0,"No",0,6,"Highly Urban/ Urban","NO",0
"1329",6405,NA,0,54,0,12,"$246,164","No","$636,835","z_No","z_F","PhD","Doctor",46,"Private","$31,520",13,"Minivan","no","$0",0,"No",0,15,"Highly Urban/ Urban","NO",0
"1330",6406,NA,0,56,0,0,"","No","$0","Yes","z_F","<High School","Student",5,"Private","$7,100",4,"z_SUV","no","$0",0,"No",2,7,"Highly Urban/ Urban","NO",0
"1331",6409,NA,0,38,0,10,"$142,002","No","$345,671","Yes","M","Bachelors","Manager",33,"Commercial","$27,750",4,"Panel Truck","yes","$0",0,"No",2,12,"Highly Urban/ Urban","NO",0
"1332",6410,NA,0,32,2,13,"$72,188","No","$229,982","Yes","z_F","Bachelors","Professional",29,"Private","$9,790",17,"z_SUV","no","$3,176",2,"No",1,13,"Highly Urban/ Urban","NO",0
"1333",6411,NA,0,48,1,3,"$80,522","No","$244,552","Yes","z_F","Bachelors","Manager",16,"Private","$14,350",1,"z_SUV","no","$0",0,"No",2,1,"Highly Urban/ Urban","NO",0
"1334",6421,NA,0,46,0,12,"$35,852","No","$142,093","Yes","M","<High School","z_Blue Collar",21,"Private","$13,460",10,"Minivan","no","$0",0,"No",0,1,"Highly Urban/ Urban","NO",0
"1335",6428,NA,0,43,0,9,"$53,431","No","$0","z_No","z_F","Bachelors","Professional",5,"Private","$8,050",3,"z_SUV","no","$4,408",1,"No",5,12,"Highly Urban/ Urban","NO",0
"1336",6429,NA,0,41,1,14,"$6,712","No","","Yes","z_F","Bachelors","Home Maker",37,"Private","$2,910",7,"Sports Car","no","$0",0,"No",2,11,"Highly Urban/ Urban","NO",0
"1337",6432,NA,0,49,0,12,"$45,471","No","$170,808","Yes","z_F","Bachelors","Clerical",14,"Private","$10,670",1,"z_SUV","no","$0",0,"No",0,7,"Highly Urban/ Urban","NO",0
"1338",6436,NA,0,44,0,14,"$134,967","No","$335,456","Yes","z_F","Masters","Manager",31,"Private","$16,020",4,"Minivan","no","$0",0,"No",0,18,"Highly Urban/ Urban","NO",0
"1339",6437,NA,0,50,0,13,"$46,952","No","$223,769","Yes","z_F","Bachelors","z_Blue Collar",26,"Commercial","$6,200",1,"z_SUV","no","$0",0,"No",0,1,"Highly Urban/ Urban","NO",0
"1340",6438,NA,0,47,0,11,"$69,692","No","$243,839","Yes","z_F","Masters","Lawyer",58,"Private","$18,370",4,"Sports Car","no","$3,314",2,"No",0,10,"Highly Urban/ Urban","NO",0
"1341",6445,NA,0,57,0,12,"$97,083","No","$0","z_No","z_F","Bachelors","Professional",20,"Private","$18,800",13,"Minivan","no","$4,925",1,"No",4,13,"Highly Urban/ Urban","NO",0
"1342",6447,NA,0,48,0,6,"$14,410","No","$0","z_No","z_F","<High School","Clerical",27,"Private","$7,740",7,"z_SUV","no","$1,001",1,"No",3,1,"Highly Urban/ Urban","NO",0
"1343",6450,NA,0,39,2,13,"$192,426","No","$483,998","Yes","M","PhD","Doctor",46,"Private","$33,460",1,"Minivan","yes","$0",0,"No",0,17,"Highly Urban/ Urban","NO",0
"1344",6462,NA,0,54,0,12,"$46,074","No","$0","z_No","M","Bachelors","Manager",42,"Private","$11,510",3,"Pickup","yes","$0",0,"No",0,6,"Highly Urban/ Urban","NO",0
"1345",6467,NA,0,43,0,NA,"$0","No","$84,656","Yes","M","z_High School","Student",36,"Commercial","$24,520",1,"Panel Truck","no","$1,119",1,"No",8,NA,"Highly Urban/ Urban","YES",5144.05318958475
"1346",6478,NA,0,51,0,9,"$95,713","No","$302,676","Yes","z_F","PhD","Manager",32,"Private","$23,040",9,"Pickup","no","$0",0,"No",0,17,"Highly Urban/ Urban","NO",0
"1347",6484,NA,0,38,0,7,"$116,933","No","$372,067","z_No","M","Bachelors","Professional",19,"Commercial","$25,740",1,"Panel Truck","yes","$0",0,"No",0,14,"Highly Urban/ Urban","NO",0
"1348",6492,NA,0,40,0,10,"$90,377","No","$251,223","z_No","M","Bachelors","z_Blue Collar",21,"Commercial","$5,500",1,"Pickup","yes","$0",0,"No",2,7,"Highly Urban/ Urban","NO",0
"1349",6497,NA,0,57,2,16,"$86,232","No","$272,326","Yes","z_F","Masters","Manager",8,"Private","$15,820",9,"z_SUV","no","$0",0,"No",0,15,"Highly Urban/ Urban","NO",0
"1350",6504,NA,0,45,0,13,"$103,134","No","","z_No","z_F","Masters","Lawyer",38,"Private","$16,310",1,"Sports Car","no","$0",0,"No",0,21,"Highly Urban/ Urban","NO",0
"1351",6505,NA,0,53,0,13,"$69,268","No","$238,236","Yes","M","Bachelors","z_Blue Collar",31,"Commercial","$13,730",6,"Minivan","no","$23,381",1,"No",1,12,"Highly Urban/ Urban","NO",0
"1352",6513,NA,0,39,2,17,"$23,094","No","$140,813","Yes","z_F","z_High School","z_Blue Collar",27,"Commercial","$9,310",4,"Sports Car","no","$4,732",2,"No",0,1,"Highly Urban/ Urban","YES",2708.55657088178
"1353",6525,NA,0,45,0,12,"$37,407","No","$138,623","Yes","z_F","Bachelors","Manager",32,"Private","$7,940",4,"Sports Car","no","$47,712",1,"Yes",0,12,"Highly Urban/ Urban","NO",0
"1354",6526,NA,0,57,0,14,"$111,970","No","$342,129","Yes","M","Masters","Manager",28,"Commercial","$23,780",3,"Panel Truck","no","$20,369",1,"Yes",5,15,"Highly Urban/ Urban","NO",0
"1355",6528,NA,0,41,2,12,"$50","No","$60,765","Yes","M","Bachelors","Student",19,"Commercial","$5,610",1,"Pickup","yes","$0",0,"No",0,14,"z_Highly Rural/ Rural","NO",0
"1356",6540,NA,0,34,1,12,"$62,044","No","$201,347","Yes","z_F","Bachelors","Professional",37,"Private","$11,100",17,"z_SUV","no","$0",0,"No",0,7,"z_Highly Rural/ Rural","NO",0
"1357",6542,NA,0,47,0,12,"$80,577","No","$0","z_No","M","Masters","Lawyer",34,"Private","$13,610",11,"Minivan","no","$0",0,"No",3,12,"Highly Urban/ Urban","NO",0
"1358",6544,NA,0,44,0,8,"$27,127","No","","z_No","z_F","<High School","Clerical",36,"Private","$21,960",6,"Minivan","no","$35,472",2,"Yes",2,1,"Highly Urban/ Urban","NO",0
"1359",6548,NA,0,40,0,NA,"$122,543","No","$326,327","Yes","M","Bachelors","Manager",28,"Commercial","$25,100",7,"Panel Truck","no","$0",0,"No",2,15,"Highly Urban/ Urban","NO",0
"1360",6552,NA,0,49,0,10,"$122,192","No","$337,259","z_No","M","Masters","",32,"Commercial","$24,120",1,"Panel Truck","no","$0",0,"No",0,NA,"Highly Urban/ Urban","NO",0
"1361",6558,NA,0,50,0,13,"$53,568","No","$202,687","Yes","M","Bachelors","z_Blue Collar",37,"Commercial","$22,250",13,"Minivan","no","$0",0,"No",0,7,"z_Highly Rural/ Rural","NO",0
"1362",6567,NA,0,53,1,6,"$86,100","No","$268,336","Yes","M","Masters","Manager",48,"Private","$15,410",8,"Minivan","no","$0",0,"No",1,15,"Highly Urban/ Urban","NO",0
"1363",6569,NA,0,34,1,12,"$34,887","Yes","$156,214","z_No","z_F","Bachelors","z_Blue Collar",38,"Commercial","$23,260",1,"z_SUV","no","$0",0,"No",3,11,"Highly Urban/ Urban","YES",2964.73740397199
"1364",6572,NA,0,44,0,11,"$178,864","No","$428,679","z_No","z_F","Masters","Lawyer",43,"Private","$23,790",4,"Pickup","no","$0",0,"No",0,15,"Highly Urban/ Urban","NO",0
"1365",6577,NA,0,46,0,13,"","No","$369,612","z_No","z_F","PhD","Manager",43,"Private","$20,440",1,"Minivan","no","$0",0,"No",0,7,"Highly Urban/ Urban","NO",0
"1366",6581,NA,0,50,0,13,"$56,566","No","$222,820","Yes","M","Masters","Manager",27,"Commercial","$24,850",1,"Panel Truck","no","$1,203",3,"No",3,11,"Highly Urban/ Urban","NO",0
"1367",6588,NA,0,55,0,12,"$37,794","No","$0","z_No","M","z_High School","Home Maker",38,"Private","$17,050",1,"Minivan","no","$39,617",3,"Yes",4,1,"Highly Urban/ Urban","YES",2757.18857896236
"1368",6591,NA,1,38,3,15,"$20,145","No","$128,953","Yes","z_F","z_High School","Home Maker",56,"Private","$5,200",3,"Sports Car","no","$38,063",1,"Yes",0,1,"Highly Urban/ Urban","YES",3142.33710511854
"1369",6594,NA,0,37,3,17,"$91,045","No","$206,587","Yes","M","Masters","",22,"Commercial","$27,390",1,"Panel Truck","no","$2,215",3,"No",3,13,"Highly Urban/ Urban","NO",0
"1370",6600,NA,1,40,2,11,"$85,273","Yes","$257,283","z_No","z_F","Masters","Lawyer",55,"Private","$19,070",13,"z_SUV","no","$2,907",2,"No",5,15,"Highly Urban/ Urban","NO",0
"1371",6602,NA,1,40,3,14,"$51,401","Yes","$179,590","z_No","M","Bachelors","z_Blue Collar",15,"Commercial","$9,050",1,"Pickup","no","$0",0,"Yes",0,6,"z_Highly Rural/ Rural","NO",0
